Goal Hash: -1644042410
States: 1024, Actions: 8
State\Action,Action_0,Action_1,Action_2,Action_3,Action_4,Action_5,Action_6,Action_7
State_196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
