Goal Hash: -1644042410
States: 1024, Actions: 8
State\Action,Action_0,Action_1,Action_2,Action_3,Action_4,Action_5,Action_6,Action_7
State_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
